date,event_id,venue,city,state,show_set,time,song,song_n,isong,next_set,Nevents,ievent,break_length
1965-12-18,16,The Big Beat Club,Palo Alto,CA,Set 1,,Good Lovin',1,5,,1,1,long
1966-01-07,20,Matrix,San Francisco,CA,Set 1,,It's All Over Now Baby Blue,1,18,,1,1,long
1966-01-08,21,Fillmore Auditorium,San Francisco,CA,Set 1,,Star Spangled Banner,1,24,,1,1,long
1966-01-13,22,Matrix,San Francisco,CA,Set 1,,Hog For You Baby,1,26,,1,1,long
1966-01-28,28,Matrix,San Francisco,CA,Set 1,,You Don't Have To Ask,1,27,Set 2,1,1,long
1966-01-28,28,Matrix,San Francisco,CA,Set 2,,Midnight Hour,1,30,,1,1,long
1966-02-06,30,Valley Unitarian Universalist Church,North Hills,CA,Set 1,,The Only Time Is Now,1,35,,1,1,long
1966-02-12,32,Youth Opportunities Center,Compton,CA,Set 1,,Twist And Shout,1,39,,1,1,long
1966-03-02,35,Bear's House,Los Angeles,CA,Set 1,,Stealin',1,41,,1,1,long
1966-03-12,40,Danish Center,Los Angeles,CA,Set 1,21:00:00.000,Midnight Hour,1,52,,1,1,long
1966-03-19,41,Carthay Studios,Los Angeles,CA,Set 1,20:00:00.000,Viola Lee Blues,1,53,,1,1,long
1966-03-25,43,Trouper's Club,Los Angeles,CA,Set 1,21:00:00.000,Next Time You See Me,1,60,,1,1,long
1966-04-22,44,Longshoreman's Hall,San Francisco,CA,Set 1,21:00:00.000,Good Morning Little Schoolgirl,2,64,,1,1,long
1966-04-24,46,Longshoreman's Hall,San Francisco,CA,Set 1,21:00:00.000,Blues Jam,1,70,,1,1,long
1966-05-07,47,"Harmon Gym, UC Berkeley",Berkeley,CA,Set 1,21:00:00.000,Midnight Hour,1,71,,1,1,long
1966-05-19,49,Avalon Ballroom,San Francisco,CA,Set 1,20:30:00.000,Cream Puff War,1,80,Set 2,1,1,long
1966-05-19,49,Avalon Ballroom,San Francisco,CA,Set 2,20:30:00.000,You Don't Have To Ask,1,88,,1,1,long
1966-05-29,53,California Hall,San Francisco,CA,Set 1,21:00:00.000,Dancin' In The Streets,1,89,,1,1,long
1966-06-03,56,Fillmore Auditorium,San Francisco,CA,Set 1,,Mindbender,1,90,,1,1,long
1966-07-01,66,Fillmore Auditorium,San Francisco,CA,Set,,Dancin' In The Streets,1,96,,1,1,long
1966-07-03,67,Fillmore Auditorium,San Francisco,CA,Set 1,,Keep Rolling By,1,105,Set 2,1,1,long
1966-07-03,67,Fillmore Auditorium,San Francisco,CA,Set 2,,Midnight Hour,1,115,,1,1,long
1966-07-15,71,Fillmore Auditorium,San Francisco,CA,Set 1,,Keep Rolling By,1,117,,1,1,long
1966-07-16,72,Fillmore Auditorium,San Francisco,CA,Set 1,,Cream Puff War,1,127,Set 2,1,1,long
1966-07-16,72,Fillmore Auditorium,San Francisco,CA,Set 2,,Dancin' In The Streets,1,137,Encore,1,1,short
1966-07-16,72,Fillmore Auditorium,San Francisco,CA,Encore,,Midnight Hour,1,138,,1,1,long
1966-07-17,73,Fillmore Auditorium,San Francisco,CA,Set 1,,Keep Rolling By,1,149,,1,1,long
1966-07-29,75,P.N.E. Garden Auditorium,Vancouver,BC,Set 1,,Cream Puff War,1,159,Set 2,1,1,long
1966-07-29,75,P.N.E. Garden Auditorium,Vancouver,BC,Set 2,,Good Morning Little Schoolgirl,1,162,,1,1,long
1966-07-30,76,P.N.E. Garden Auditorium,Vancouver,BC,Set 1,,Minglewood Blues,1,171,,1,1,long
1966-07-31,77,P.N.E. Garden Auditorium,Vancouver,BC,Set 1,,Tastebud,1,174,,1,1,long
1966-09-01,87,House Party Cabin,Loma Mar,CA,Set,,Midnight Hour,1,175,,1,1,long
1966-09-02,88,La Dolphine,Hillsborough,CA,Set 1,,The Butcher Is Back,1,182,Set 2,1,1,long
1966-09-02,88,La Dolphine,Hillsborough,CA,Set 2,,Prankster Electronics,1,187,,1,1,long
1966-09-11,92,Fillmore Auditorium,San Francisco,CA,Set 1,,Midnight Hour,1,189,,1,1,long
1966-10-02,99,"Commons, San Francisco State University",San Francisco,CA,Set 1,,Sound Collage,3,205,,1,1,long
1966-10-23,113,"Gymnasium, Las Lomas High School",Walnut Creek,CA,Set 1,15:00:00.000,Good Morning Little Schoolgirl,1,206,,1,1,long
1966-10-31,119,California Hall,San Francisco,CA,Set 1,,Alice D. Millionaire,1,208,,1,1,long
1966-11-19,134,Fillmore Auditorium,San Francisco,CA,Set 1,,Dancin' In The Streets,1,216,Set 2,1,1,long
1966-11-19,134,Fillmore Auditorium,San Francisco,CA,Set 2,,Midnight Hour,1,219,,1,1,long
1966-11-29,139,Matrix,San Francisco,CA,Set 1,,Cream Puff War,1,220,Set 2,1,1,long
1966-11-29,139,Matrix,San Francisco,CA,Set 2,,Viola Lee Blues,1,228,Set 3,1,1,long
1966-11-29,139,Matrix,San Francisco,CA,Set 3,,I Just Want To Make Love To You,1,231,,1,1,long
1966-12-01,141,Matrix,San Francisco,CA,Set 1,,Cream Puff War,1,240,Set 2,1,1,long
1966-12-01,141,Matrix,San Francisco,CA,Set 2,,Viola Lee Blues,1,249,Set 3,1,1,long
1966-12-01,141,Matrix,San Francisco,CA,Set 3,,Me And My Uncle,2,256,,1,1,long
1966-12-23,150,Avalon Ballroom,San Francisco,CA,Set 1,,Dancin' In The Streets,1,262,Encore,1,1,short
1966-12-23,150,Avalon Ballroom,San Francisco,CA,Encore,,Midnight Hour,1,263,,1,1,long
1966-12-24,151,Avalon Ballroom,San Francisco,CA,Set 1,,Midnight Hour,1,270,,1,1,long
1966-12-28,152,Governor's Hall,Sacramento,CA,Set 1,,Death Don't Have No Mercy,1,271,,1,1,long
1967-01-14,160,"Polo Field, Golden Gate Park",San Francisco,CA,Show,,Good Morning Little Schoolgirl,1,274,,1,1,long
1967-03-18,187,Winterland,San Francisco,CA,Set 1,,Dancin' In The Streets,1,282,Set 2,1,1,long
1967-03-18,187,Winterland,San Francisco,CA,Set 2,,Death Don't Have No Mercy,1,288,,1,1,long
1967-04-09,201,"Panhandle, Golden Gate Park",San Francisco,CA,Set 1,,Unknown Blues Song,1,293,,1,1,long
1967-04-12,204,Fillmore Auditorium,San Francisco,CA,Set 1,,Viola Lee Blues,1,295,,1,1,long
1967-04-28,208,Stockton Ballroom,Stockton,CA,Set 1,,Cream Puff War,1,298,,1,1,long
1967-04-29,209,Earl Warren Showgrounds,Santa Barbara,CA,Set 1,,Viola Lee Blues,1,299,,1,1,long
1967-05-12,217,Marigold Ballroom,Fresno,CA,Set,21:45:00.000,Viola Lee Blues,1,302,,1,1,long
1967-05-18,220,"Awalt Pavilion, Chester F. Awalt High School",Mountain View,CA,Set 1,15:15:00.000,Good Morning Little Schoolgirl,1,304,,1,1,long
1967-05-29,227,"Chardonnay Hall, Napa County Fairgrounds",Napa,CA,Set 1,,Good Morning Little Schoolgirl,1,308,,1,1,long
1967-06-01,229,Tompkins Square Park,New York,NY,Show,,Viola Lee Blues,1,316,,1,1,long
1967-06-06,236,Café au Go-Go,New York,NY,Set 1,,It's All Over Now Baby Blue,1,329,,1,1,long
1967-06-07,237,Café au Go-Go,New York,NY,Set 1,,Viola Lee Blues,1,330,,1,1,long
1967-06-18,249,Monterey County Fairgrounds,Monterey,CA,Set 1,,Caution,1,334,,1,1,long
1967-06-21,251,"Polo Field, Golden Gate Park",San Francisco,CA,Set 1,,Alligator,1,336,,1,1,long
1967-06-28,253,Oakland Auditorium,Oakland,CA,Set 1,,Good Morning Little Schoolgirl,1,337,,1,1,long
1967-07-02,254,El Camino Park,Palo Alto,CA,Set 1,,Dancin' In The Streets,1,339,,1,1,long
1967-07-03,5408,Fillmore Auditorium,San Francisco,CA,Set 1,,Sitting On Top Of The World,1,346,,1,1,long
1967-07-18,261,Masonic Temple,Portland,OR,Set 1,,Turn On Your Lovelight,1,348,,1,1,long
1967-07-22,263,Continental Ballroom,Santa Clara,CA,Set 1,,Midnight Hour,1,354,,1,1,long
1967-07-23,264,Straight Theater,San Francisco,CA,Set 1,,Turn On Your Lovelight,1,357,,1,1,long
1967-07-31,265,O'Keefe Centre,Toronto,ON,Set 1,,Good Morning Little Schoolgirl,1,358,,1,1,long
1967-08-04,271,O'Keefe Centre,Toronto,ON,Set 1,,Lindy,1,362,,1,1,long
1967-08-05,272,O'Keefe Centre,Toronto,ON,Set 1,,I Know You Rider,1,365,,2,1,long
1967-08-05,273,O'Keefe Centre,Toronto,ON,Set 1,,Alligator,1,367,,2,2,long
1967-08-06,274,Place Ville Marie,Montreal,QC,Set 1,,Dancin' In The Streets,1,373,Encore,2,1,short
1967-08-06,274,Place Ville Marie,Montreal,QC,Encore,,Gloria,1,374,,2,1,long
1967-08-06,275,"Youth Pavilion, Expo '67",Montreal,QC,Set 1,,Viola Lee Blues,1,375,,2,2,long
1967-08-19,281,American Legion Hall,South Lake Tahoe,CA,Set 1,,Turn On Your Lovelight,1,378,,1,1,long
1967-08-28,285,"Lindley Meadow, Golden Gate Park",San Francisco,CA,Set 1,13:00:00.000,Good Morning Little Schoolgirl,1,380,,1,1,long
1967-09-03,287,Dance Hall,Rio Nido,CA,Set 1,,Midnight Hour,1,389,,1,1,long
1967-09-04,288,Dance Hall,Rio Nido,CA,Set 1,,Feedback,1,391,,1,1,long
1967-09-15,292,Hollywood Bowl,Hollywood,CA,Set 1,,Feedback,1,399,,1,1,long
1967-09-29,299,Straight Theater,San Francisco,CA,Set 1,,He Was A Friend Of Mine,1,404,,1,1,long
1967-09-30,300,Straight Theater,San Francisco,CA,Set 1,21:00:00.000,Viola Lee Blues,1,405,Set 2,1,1,long
1967-09-30,300,Straight Theater,San Francisco,CA,Set 2,21:00:00.000,Feedback,1,408,,1,1,long
1967-10-01,301,"William Randolph Hearst Greek Theatre, UC Berkeley",Berkeley,CA,Set 1,13:00:00.000,Feedback,1,410,,1,1,long
1967-10-14,302,Continental Ballroom,Santa Clara,CA,Set 1,,Caution,1,416,,1,1,long
1967-10-22,304,Winterland,San Francisco,CA,Set 1,,Cryptical Envelopment,2,425,,1,1,long
1967-10-31,305,Winterland,San Francisco,CA,Set 1,,Viola Lee Blues,1,426,,1,1,long
1967-11-10,306,Shrine Exhibition Hall,Los Angeles,CA,Set 1,,Feedback,1,440,,1,1,long
1967-11-11,307,Shrine Exhibition Hall,Los Angeles,CA,Set 1,,Caution,1,451,,1,1,long
1967-12-08,313,Psychedelic Supermarket,Boston,MA,Set 1,21:00:00.000,Midnight Hour,1,452,,1,1,long
1967-12-26,319,Village Theater,New York,NY,Set 1,,Cold Rain And Snow,1,455,,1,1,long
1967-12-27,320,Village Theater,New York,NY,Set 1,,Viola Lee Blues,1,458,,1,1,long
1968-01-17,325,Carousel Ballroom,San Francisco,CA,Set 1,20:30:00.000,Spanish Jam,1,467,Set 2,1,1,long
1968-01-17,325,Carousel Ballroom,San Francisco,CA,Set 2,20:30:00.000,Good Morning Little Schoolgirl,1,473,,1,1,long
1968-01-20,326,Eureka Municipal Auditorium,Eureka,CA,Set 1,21:00:00.000,Dark Star,1,483,,1,1,long
1968-01-26,327,Eagles Auditorium,Seattle,WA,Set 1,20:00:00.000,Feedback,2,496,,1,1,long
1968-01-27,328,Eagles Auditorium,Seattle,WA,Set 1,20:00:00.000,Hurts Me Too,1,510,,1,1,long
1968-01-30,330,"EMU Ballroom, University of Oregon",Eugene,OR,Set 1,20:00:00.000,Gloria,1,515,,1,1,long
1968-02-02,331,Crystal Ballroom,Portland,OR,Set 1,,Dark Star,1,523,,1,1,long
1968-02-03,332,Crystal Ballroom,Portland,OR,Set 1,,Feedback,1,535,,1,1,long
1968-02-14,334,Carousel Ballroom,San Francisco,CA,Set 1,,Turn On Your Lovelight,1,541,Set 2,1,1,long
1968-02-14,334,Carousel Ballroom,San Francisco,CA,Set 2,,Feedback,1,552,Encore,1,1,short
1968-02-14,334,Carousel Ballroom,San Francisco,CA,Encore,,Midnight Hour,1,553,,1,1,long
1968-02-17,337,Selland Arena,Fresno,CA,Set 1,,Turn On Your Lovelight,1,555,,1,1,long
1968-02-22,338,Kings Beach Bowl,Lake Tahoe,CA,Set 1,08:30:00.000,Caution,1,562,,1,1,long
1968-02-23,339,Kings Beach Bowl,Lake Tahoe,CA,Set 1,08:30:00.000,Spanish Jam,1,572,,1,1,long
1968-02-24,340,Kings Beach Bowl,Lake Tahoe,CA,Set 1,08:30:00.000,Feedback,1,585,,1,1,long
1968-03-02,342,Clifford's Catering,Walnut Creek,CA,Set 1,20:00:00.000,Turn On Your Lovelight,1,587,,1,1,long
1968-03-03,343,Haight Street,San Francisco,CA,Set 1,,Dancin' In The Streets,1,595,,1,1,long
1968-03-08,344,Melodyland Theatre,Anaheim,CA,Set 1,,China Cat Sunflower,1,596,,1,1,long
1968-03-11,347,Sacramento Memorial Auditorium,Sacramento,CA,Set 1,19:30:00.000,Caution Jam,1,602,,1,1,long
1968-03-16,349,Carousel Ballroom,San Francisco,CA,Set 1,,Good Morning Little Schoolgirl,1,606,Set 2,1,1,long
1968-03-16,349,Carousel Ballroom,San Francisco,CA,Set 2,,And We Bid You Good Night,1,615,,1,1,long
1968-03-17,350,Carousel Ballroom,San Francisco,CA,Set 1,,Turn On Your Lovelight,1,618,Set 2,1,1,long
1968-03-17,350,Carousel Ballroom,San Francisco,CA,Set 2,,Feedback,1,626,,1,1,long
1968-03-20,352,Avalon Ballroom,San Francisco,CA,Set 1,,Turn On Your Lovelight,1,629,,1,1,long
1968-03-29,357,Carousel Ballroom,San Francisco,CA,Set 1,,Born Cross-Eyed,1,640,,1,1,long
1968-03-30,358,Carousel Ballroom,San Francisco,CA,Set 1,,Turn On Your Lovelight,1,648,Set 2,1,1,long
1968-03-30,358,Carousel Ballroom,San Francisco,CA,Set 2,,Death Don't Have No Mercy,1,652,,1,1,long
1968-03-31,359,Carousel Ballroom,San Francisco,CA,Set 1,,And We Bid You Good Night,1,658,,1,1,long
1968-04-03,360,Winterland,San Francisco,CA,Set 1,,Caution,1,665,,1,1,long
1968-04-21,367,Thee Image,Miami,FL,Set 1,,Alligator,1,667,,1,1,long
1968-05-03,371,"Ferris Booth Hall terrace, Columbia University",New York,NY,Set 1,,Cryptical Envelopment,2,671,,1,1,long
1968-05-04,372,"Pritchard Gym, S.U.N.Y.",Stony Brook,NY,Set 1,20:30:00.000,Good Morning Little Schoolgirl,1,672,,1,1,long
1968-05-05,373,Central Park,New York,NY,Set 1,,Turn On Your Lovelight,1,679,,1,1,long
1968-05-09,379,Electric Circus,New York,NY,Set 1,22:30:00.000,He Was A Friend Of Mine,1,680,,1,1,long
1968-05-17,382,Shrine Exhibition Hall,Los Angeles,CA,Set 1,,Morning Dew,1,681,,1,1,long
1968-05-18,383,Santa Clara County Fairgrounds,San Jose,CA,Set 1,,Feedback,1,686,,1,1,long
1968-05-24,388,National Guard Armory,St. Louis,MO,Set 1,20:30:00.000,The Other One,1,689,,1,1,long
1968-05-25,389,National Guard Armory,St. Louis,MO,Set 1,20:30:00.000,Cryptical Envelopment,2,694,,1,1,long
1968-06-07,396,Carousel Ballroom,San Francisco,CA,Set 1,21:00:00.000,Dark Star,1,696,,1,1,long
1968-06-14,406,Fillmore East,New York,NY,Set 1,,New Potato Caboose,1,701,,2,1,long
1968-06-14,407,Fillmore East,New York,NY,Set 1,,Feedback,2,711,,2,2,long
1968-06-15,410,Fillmore East,New York,NY,Set 1,,The Other One,1,713,,1,1,long
1968-06-19,412,Carousel Ballroom,San Francisco,CA,Set 1,,Dancin' In The Streets,1,715,,1,1,long
1968-08-04,423,Orange County Fairgrounds,Costa Mesa,CA,Set 1,,Feedback,1,718,,1,1,long
1968-08-20,425,Fillmore West,San Francisco,CA,Set 1,,Death Don't Have No Mercy,1,722,,1,1,long
1968-08-21,426,Fillmore West,San Francisco,CA,Set 1,,Feedback,1,729,Set 2,1,1,long
1968-08-21,426,Fillmore West,San Francisco,CA,Set 2,,Turn On Your Lovelight,1,734,Encore,1,1,short
1968-08-21,426,Fillmore West,San Francisco,CA,Encore,,Midnight Hour,1,735,,1,1,long
1968-08-22,427,Fillmore West,San Francisco,CA,Set 1,,Death Don't Have No Mercy,1,738,Set 2,1,1,long
1968-08-22,427,Fillmore West,San Francisco,CA,Set 2,,And We Bid You Good Night,1,749,,1,1,long
1968-08-23,428,Shrine Exhibition Hall,Los Angeles,CA,Set 1,,Feedback,1,761,,1,1,long
1968-08-24,429,Shrine Exhibition Hall,Los Angeles,CA,Set 1,,Turn On Your Lovelight,1,771,Encore,1,1,short
1968-08-24,429,Shrine Exhibition Hall,Los Angeles,CA,Encore,,Morning Dew,1,772,,1,1,long
1968-09-01,434,Fillmore West,San Francisco,CA,Set 1,,Turn On Your Lovelight,1,777,Set 2,1,1,long
1968-09-01,434,Fillmore West,San Francisco,CA,Set 2,,Good Morning Little Schoolgirl,1,778,,1,1,long
1968-09-02,435,Betty Nelson's Organic Raspberry Farm,Sultan,WA,Set 1,,Feedback,1,791,,1,1,long
1968-09-20,442,Berkeley Community Theater,Berkeley,CA,Set 1,,Drums,1,795,,1,1,long
1968-09-22,444,Del Mar Fairgrounds,Del Mar,CA,Set 1,,Midnight Hour,1,804,,1,1,long
1968-10-11,459,Avalon Ballroom,San Francisco,CA,Set 1,21:00:00.000,Morning Dew,1,805,,1,1,long
1968-10-12,463,Avalon Ballroom,San Francisco,CA,Set 1,21:00:00.000,Death Don't Have No Mercy,1,809,Set 2,1,1,long
1968-10-12,463,Avalon Ballroom,San Francisco,CA,Set 2,21:00:00.000,Feedback,1,818,,1,1,long
1968-10-13,465,Avalon Ballroom,San Francisco,CA,Set 1,21:00:00.000,Death Don't Have No Mercy,1,822,Set 2,1,1,long
1968-10-13,465,Avalon Ballroom,San Francisco,CA,Set 2,21:00:00.000,Feedback,1,831,,1,1,long
1968-10-20,470,"William Randolph Hearst Greek Theatre, UC Berkeley",Berkeley,CA,Set 1,13:00:00.000,Feedback,1,838,,1,1,long
1968-11-01,476,Silver Dollar Fairgrounds,Chico,CA,Set 2,,And We Bid You Good Night,1,850,,1,1,long
1968-11-10,483,Fillmore West,San Francisco,CA,Set 1,,Morning Dew,1,851,,1,1,long
1968-11-15,484,"Gill Coliseum, Oregon State University",Corvallis,OR,Set 1,,Morning Dew,1,852,,1,1,long
1968-11-22,490,Veterans Memorial Hall,Columbus,OH,Set 1,,And We Bid You Good Night,1,864,,1,1,long
1968-11-27,494,Kinetic Playground,Chicago,IL,Set 1,,Turn On Your Lovelight,1,871,,1,1,long
1968-11-29,496,Hyde Park Teen Center,Cincinnati,OH,Set 1,19:30:00.000,New Potato Caboose,1,876,,1,1,long
1968-11-30,498,Hyde Park Teen Center,Cincinnati,OH,Set 1,22:00:00.000,Turn On Your Lovelight,1,880,,1,1,long
1968-12-01,499,Grande Ballroom,Detroit,MI,Set 1,,And We Bid You Good Night,1,881,,1,1,long
1968-12-07,501,"Knight's Hall, Bellarmine College",Louisville,KY,Set 1,21:30:00.000,New Potato Caboose,1,891,Set 2,1,1,long
1968-12-07,501,"Knight's Hall, Bellarmine College",Louisville,KY,Set 2,21:30:00.000,And We Bid You Good Night,1,896,,1,1,long
1968-12-13,503,The Bank,Torrance,CA,Set 1,,Turn On Your Lovelight,1,897,,1,1,long
1968-12-20,509,Shrine Exhibition Hall,Los Angeles,CA,Set 1,12:00:00.000,Morning Dew,1,902,,1,1,long
1968-12-21,510,Shrine Exhibition Hall,Los Angeles,CA,Set 1,,And We Bid You Good Night,1,913,,1,1,long
1968-12-28,514,Catacombs,Houston,TX,Set 1,,The Eleven,1,921,,1,1,long
1968-12-29,515,Gulfstream Park Racetrack,Hallandale,FL,Set 1,,And We Bid You Good Night,1,930,,1,1,long
1968-12-31,516,Winterland,San Francisco,CA,Set 1,21:00:00.000,Turn On Your Lovelight,1,935,,1,1,long
1969-01-03,518,Fillmore West,San Francisco,CA,Set 1,,Mountains Of The Moon,1,943,,1,1,long
1969-01-05,520,Fillmore West,San Francisco,CA,Set 1,,Turn On Your Lovelight,1,949,,1,1,long
1969-01-17,525,"Robertson Gym, UC Santa Barbara",Goleta,CA,Set 1,20:30:00.000,Cosmic Charlie,1,959,,1,1,long
1969-01-24,530,Avalon Ballroom,San Francisco,CA,Set 1,,Doin' That Rag,1,967,Set 2,1,1,long
1969-01-24,530,Avalon Ballroom,San Francisco,CA,Set 2,,Drums,2,970,,1,1,long
1969-01-25,531,Avalon Ballroom,San Francisco,CA,Set 1,,Turn On Your Lovelight,1,974,Set 2,1,1,long
1969-01-25,531,Avalon Ballroom,San Francisco,CA,Set 2,,And We Bid You Good Night,1,983,,1,1,long
1969-01-26,532,Avalon Ballroom,San Francisco,CA,Set 1,,Death Don't Have No Mercy,1,989,Set 2,1,1,long
1969-01-26,532,Avalon Ballroom,San Francisco,CA,Set 2,,Turn On Your Lovelight,1,993,,1,1,long
1969-02-02,535,Labor Temple,Minneapolis,MN,Set 1,,Turn On Your Lovelight,1,1003,,1,1,long
1969-02-04,537,The Music Box,Omaha,NE,Set 1,20:00:00.000,And We Bid You Good Night,1,1018,,1,1,long
1969-02-05,538,Soldiers & Sailors Memorial Hall,Kansas City,KS,Set 1,,And We Bid You Good Night,1,1028,,1,1,long
1969-02-06,539,Kiel Auditorium,St. Louis,MO,Set 1,,And We Bid You Good Night,1,1041,,1,1,long
1969-02-07,540,Stanley Theatre,Pittsburgh,PA,Set 1,,Turn On Your Lovelight,1,1045,,2,1,long
1969-02-07,541,Stanley Theatre,Pittsburgh,PA,Set 1,,And We Bid You Good Night,1,1056,,2,2,long
1969-02-11,544,Fillmore East,New York,NY,Set 1,,Turn On Your Lovelight,1,1063,Encore,2,1,short
1969-02-11,544,Fillmore East,New York,NY,Encore,,Hey Jude,1,1064,,2,1,long
1969-02-11,545,Fillmore East,New York,NY,Set 1,,And We Bid You Good Night,1,1073,Encore,2,2,short
1969-02-11,545,Fillmore East,New York,NY,Encore,,Cosmic Charlie,1,1074,,2,2,long
1969-02-12,547,Fillmore East,New York,NY,Set 1,,And We Bid You Good Night,1,1084,,1,1,long
1969-02-14,548,Electric Factory,Philadelphia,PA,Set 1,,Turn On Your Lovelight,1,1089,Set 2,1,1,long
1969-02-14,548,Electric Factory,Philadelphia,PA,Set 2,,Death Don't Have No Mercy,1,1095,,1,1,long
1969-02-15,549,Electric Factory,Philadelphia,PA,Set 1,,Turn On Your Lovelight,1,1102,Set 2,1,1,long
1969-02-15,549,Electric Factory,Philadelphia,PA,Set 2,,And We Bid You Good Night,1,1115,,1,1,long
1969-02-19,551,Fillmore West,San Francisco,CA,Set 1,,Turn On Your Lovelight,2,1118,Set 2,1,1,long
1969-02-19,551,Fillmore West,San Francisco,CA,Set 2,,The Other One Jam,1,1122,,1,1,long
1969-02-21,552,Dream Bowl,Vallejo,CA,Set 1,,Turn On Your Lovelight,1,1128,Encore,1,1,short
1969-02-21,552,Dream Bowl,Vallejo,CA,Encore,,Morning Dew,1,1129,,1,1,long
1969-02-22,553,Dream Bowl,Vallejo,CA,Set 1,,Death Don't Have No Mercy,1,1137,Set 2,1,1,long
1969-02-22,553,Dream Bowl,Vallejo,CA,Set 2,,Turn On Your Lovelight,1,1141,,1,1,long
1969-02-27,557,Fillmore West,San Francisco,CA,Set 1,,Cryptical Envelopment,2,1147,Set 2,1,1,long
1969-02-27,557,Fillmore West,San Francisco,CA,Set 2,,Turn On Your Lovelight,1,1153,Encore,1,1,short
1969-02-27,557,Fillmore West,San Francisco,CA,Encore,,Cosmic Charlie,1,1154,,1,1,long
1969-02-28,558,Fillmore West,San Francisco,CA,Set 1,,Turn On Your Lovelight,1,1159,Set 2,1,1,long
1969-02-28,558,Fillmore West,San Francisco,CA,Set 2,,And We Bid You Good Night,1,1173,,1,1,long
1969-03-01,559,Fillmore West,San Francisco,CA,Set 1,,Cosmic Charlie,1,1179,Set 2,1,1,long
1969-03-01,559,Fillmore West,San Francisco,CA,Set 2,,Turn On Your Lovelight,1,1185,Encore,1,1,short
1969-03-01,559,Fillmore West,San Francisco,CA,Encore,,Hey Jude,1,1186,,1,1,long
1969-03-02,560,Fillmore West,San Francisco,CA,Set 1,,Turn On Your Lovelight,1,1190,Set 2,1,1,long
1969-03-02,560,Fillmore West,San Francisco,CA,Set 2,,And We Bid You Good Night,1,1203,,1,1,long
1969-03-15,563,Hilton Hotel,San Francisco,CA,Set 1,21:00:00.000,Turn On Your Lovelight,1,1209,,1,1,long
1969-03-22,566,Rose Palace,Pasadena,CA,Set 1,,Turn On Your Lovelight,1,1214,,1,1,long
1969-03-28,568,"Student Center, Modesto Jr. College",Modesto,CA,Set 1,,Cryptical Envelopment,2,1224,,1,1,long
1969-03-29,569,Ice Palace,Las Vegas,NV,Set 1,20:00:00.000,Turn On Your Lovelight,1,1231,,1,1,long
1969-04-04,574,Avalon Ballroom,San Francisco,CA,Set 1,,Death Don't Have No Mercy,1,1238,Set 2,1,1,long
1969-04-04,574,Avalon Ballroom,San Francisco,CA,Set 2,,Feedback,1,1243,,1,1,long
1969-04-05,575,Avalon Ballroom,San Francisco,CA,Set 1,,Turn On Your Lovelight,1,1249,Set 2,1,1,long
1969-04-05,575,Avalon Ballroom,San Francisco,CA,Set 2,,And We Bid You Good Night,1,1264,,1,1,long
1969-04-06,576,Avalon Ballroom,San Francisco,CA,Set 1,,I'm A King Bee,1,1268,Set 2,1,1,long
1969-04-06,576,Avalon Ballroom,San Francisco,CA,Set 2,,Turn On Your Lovelight,1,1274,Encore,1,1,short
1969-04-06,576,Avalon Ballroom,San Francisco,CA,Encore,,Viola Lee Blues,1,1275,,1,1,long
1969-04-11,577,"University Auditorium, University of Arizona",Tucson,AZ,Set 1,20:00:00.000,Hard To Handle,1,1282,Set 2,1,1,long
1969-04-11,577,"University Auditorium, University of Arizona",Tucson,AZ,Set 2,20:00:00.000,Turn On Your Lovelight,1,1288,,1,1,long
1969-04-12,579,"Student Union Ballroom, University of Utah",Salt Lake City,UT,Set 1,22:00:00.000,Cryptical Envelopment,2,1296,Set 2,1,1,long
1969-04-12,579,"Student Union Ballroom, University of Utah",Salt Lake City,UT,Set 2,22:00:00.000,Feedback,1,1301,,1,1,long
1969-04-13,580,"Ballroom, University of Colorado",Boulder,CO,Set 1,20:30:00.000,Death Don't Have No Mercy,1,1309,Set 2,1,1,long
1969-04-13,580,"Ballroom, University of Colorado",Boulder,CO,Set 2,20:30:00.000,Caution,1,1313,,1,1,long
1969-04-15,581,The Music Box,Omaha,NE,Set 1,,Turn On Your Lovelight,1,1322,Set 2,1,1,long
1969-04-15,581,The Music Box,Omaha,NE,Set 2,,It's All Over Now Baby Blue,1,1332,,1,1,long
1969-04-17,582,"Quadrangle, Washington University",St. Louis,MO,Set 1,,Caution,1,1345,,1,1,long
1969-04-18,583,"Memorial Union Ballroom, Purdue University",Lafayette,IN,Set 1,20:00:00.000,Beat It On Down The Line,1,1357,,1,1,long
1969-04-20,584,"Atwood Hall, Clark University",Worcester,MA,Set 1,,Turn On Your Lovelight,1,1365,Encore,1,1,short
1969-04-20,584,"Atwood Hall, Clark University",Worcester,MA,Encore,,Mountains Of The Moon,1,1367,,1,1,long
1969-04-21,585,The Ark,Boston,MA,Set 1,,Doin' That Rag,1,1378,Set 2,1,1,long
1969-04-21,585,The Ark,Boston,MA,Set 2,,Turn On Your Lovelight,1,1383,Encore,1,1,short
1969-04-21,585,The Ark,Boston,MA,Encore,,Feedback,1,1385,,1,1,long
1969-04-22,586,The Ark,Boston,MA,Set 1,,Death Don't Have No Mercy,1,1395,Set 2,1,1,long
1969-04-22,586,The Ark,Boston,MA,Set 2,,Turn On Your Lovelight,2,1403,,1,1,long
1969-04-23,587,The Ark,Boston,MA,Set 1,,Turn On Your Lovelight,1,1414,Set 2,1,1,long
