date,event_id,venue,city,state,show_set,time,song,song_n,isong,next_set,Nevents,ievent,break_length
1992-06-06,5020,Rich Stadium,Buffalo,NY,Set 1,,Let It Grow,1,35130,Set 2,1,1,long
1992-06-06,5020,Rich Stadium,Buffalo,NY,Set 2,,One More Saturday Night,1,35140,Encore,1,1,short
1992-06-06,5020,Rich Stadium,Buffalo,NY,Encore,,Tomorrow Never Knows,1,35142,,1,1,long
1992-06-08,5021,Richfield Coliseum,Richfield,OH,Set 1,,Don't Ease Me In,1,35149,Set 2,1,1,long
1992-06-08,5021,Richfield Coliseum,Richfield,OH,Set 2,,Sugar Magnolia,1,35160,Encore,1,1,short
1992-06-08,5021,Richfield Coliseum,Richfield,OH,Encore,,U.S. Blues,1,35161,,1,1,long
1992-06-09,5022,Richfield Coliseum,Richfield,OH,Set 1,,Deal,1,35169,Set 2,1,1,long
1992-06-09,5022,Richfield Coliseum,Richfield,OH,Set 2,,Turn On Your Lovelight,1,35178,Encore,1,1,short
1992-06-09,5022,Richfield Coliseum,Richfield,OH,Encore,,Brokedown Palace,1,35179,,1,1,long
1992-06-11,5023,Knickerbocker Arena,Albany,NY,Set 1,,The Music Never Stopped,1,35187,Set 2,1,1,long
1992-06-11,5023,Knickerbocker Arena,Albany,NY,Set 2,,Around And Around,1,35196,Encore,1,1,short
1992-06-11,5023,Knickerbocker Arena,Albany,NY,Encore,,The Mighty Quinn,1,35197,,1,1,long
1992-06-12,5024,Knickerbocker Arena,Albany,NY,Set 1,,Promised Land,1,35205,Set 2,1,1,long
1992-06-12,5024,Knickerbocker Arena,Albany,NY,Set 2,,Sugar Magnolia,1,35215,Encore,1,1,short
1992-06-12,5024,Knickerbocker Arena,Albany,NY,Encore,,Attics Of My Life,1,35216,,1,1,long
1992-06-14,5025,Giants Stadium,East Rutherford,NJ,Set 1,,Don't Ease Me In,1,35223,Set 2,1,1,long
1992-06-14,5025,Giants Stadium,East Rutherford,NJ,Set 2,,Morning Dew,1,35232,Encore,1,1,short
1992-06-14,5025,Giants Stadium,East Rutherford,NJ,Encore,,Tomorrow Never Knows,1,35234,,1,1,long
1992-06-15,5026,Giants Stadium,East Rutherford,NJ,Set 1,,Bird Song,1,35240,Set 2,1,1,long
1992-06-15,5026,Giants Stadium,East Rutherford,NJ,Set 2,,Not Fade Away,1,35250,Encore,1,1,short
1992-06-15,5026,Giants Stadium,East Rutherford,NJ,Encore,,Knockin' On Heaven's Door,1,35251,,1,1,long
1992-06-17,5027,Charlotte Coliseum,Charlotte,NC,Set 1,,Deal,1,35259,Set 2,1,1,long
1992-06-17,5027,Charlotte Coliseum,Charlotte,NC,Set 2,,Good Lovin',1,35268,Encore,1,1,short
1992-06-17,5027,Charlotte Coliseum,Charlotte,NC,Encore,,U.S. Blues,1,35269,,1,1,long
1992-06-18,5028,Charlotte Coliseum,Charlotte,NC,Set 1,,Let It Grow,1,35275,Set 2,1,1,long
1992-06-18,5028,Charlotte Coliseum,Charlotte,NC,Set 2,,Morning Dew,1,35284,Encore,1,1,short
1992-06-18,5028,Charlotte Coliseum,Charlotte,NC,Encore,,Satisfaction,1,35285,,1,1,long
1992-06-20,5029,Robert F. Kennedy Stadium,Washington,DC,Set 1,,Promised Land,1,35294,Set 2,1,1,long
1992-06-20,5029,Robert F. Kennedy Stadium,Washington,DC,Set 2,,One More Saturday Night,1,35303,Encore,1,1,short
1992-06-20,5029,Robert F. Kennedy Stadium,Washington,DC,Encore,,Tomorrow Never Knows,1,35305,,1,1,long
1992-06-22,5030,Star Lake Amphitheater,Burgettstown,PA,Set 1,,Deal,1,35313,Set 2,1,1,long
1992-06-22,5030,Star Lake Amphitheater,Burgettstown,PA,Set 2,,Around And Around,1,35324,Encore,1,1,short
1992-06-22,5030,Star Lake Amphitheater,Burgettstown,PA,Encore,,Knockin' On Heaven's Door,1,35325,,1,1,long
1992-06-23,5031,Star Lake Amphitheater,Burgettstown,PA,Set 1,,New Speedway Boogie,1,35334,Set 2,1,1,long
1992-06-23,5031,Star Lake Amphitheater,Burgettstown,PA,Set 2,,Sugar Magnolia,1,35344,Encore,1,1,short
1992-06-23,5031,Star Lake Amphitheater,Burgettstown,PA,Encore,,Brokedown Palace,1,35345,,1,1,long
1992-06-25,5032,Soldier Field,Chicago,IL,Set 1,,The Music Never Stopped,1,35354,Set 2,1,1,long
1992-06-25,5032,Soldier Field,Chicago,IL,Set 2,,Turn On Your Lovelight,1,35365,Encore,1,1,short
1992-06-25,5032,Soldier Field,Chicago,IL,Encore,,Gloria,1,35366,,1,1,long
1992-06-26,5033,Soldier Field,Chicago,IL,Set 1,,Picasso Moon,1,35374,Set 2,1,1,long
1992-06-26,5033,Soldier Field,Chicago,IL,Set 2,,Not Fade Away,1,35384,Encore,1,1,short
1992-06-26,5033,Soldier Field,Chicago,IL,Encore,,The Weight,1,35385,,1,1,long
1992-06-28,5034,Deer Creek Music Center,Knoblesville,IN,Set 1,,Smokestack Lightning,1,35394,Set 2,1,1,long
1992-06-28,5034,Deer Creek Music Center,Knoblesville,IN,Set 2,,Around And Around,1,35403,Encore,1,1,short
1992-06-28,5034,Deer Creek Music Center,Knoblesville,IN,Encore,,Casey Jones,1,35404,,1,1,long
1992-06-29,5035,Deer Creek Music Center,Knoblesville,IN,Set 1,,Deal,1,35410,Set 2,1,1,long
1992-06-29,5035,Deer Creek Music Center,Knoblesville,IN,Set 2,,Sugar Magnolia,1,35419,Encore,1,1,short
1992-06-29,5035,Deer Creek Music Center,Knoblesville,IN,Encore,,Brokedown Palace,1,35420,,1,1,long
1992-07-01,5036,Buckeye Lake Music Center,Thornville,OH,Set 1,,Promised Land,1,35428,Set 2,1,1,long
1992-07-01,5036,Buckeye Lake Music Center,Thornville,OH,Set 2,,Turn On Your Lovelight,1,35439,Encore,1,1,short
1992-07-01,5036,Buckeye Lake Music Center,Thornville,OH,Encore,,Tomorrow Never Knows,1,35441,,1,1,long
1992-12-02,5071,McNichols Sports Arena,Denver,CO,Set 1,,Let It Grow,1,35448,Set 2,1,1,long
1992-12-02,5071,McNichols Sports Arena,Denver,CO,Set 2,,Turn On Your Lovelight,1,35459,Encore,1,1,short
1992-12-02,5071,McNichols Sports Arena,Denver,CO,Encore,,Rain,1,35460,,1,1,long
1992-12-03,5072,McNichols Sports Arena,Denver,CO,Set 1,,Don't Ease Me In,1,35467,Set 2,1,1,long
1992-12-03,5072,McNichols Sports Arena,Denver,CO,Set 2,,Morning Dew,1,35476,Encore,1,1,short
1992-12-03,5072,McNichols Sports Arena,Denver,CO,Encore,,Gloria,1,35477,,1,1,long
1992-12-05,5073,Compton Terrace Amphitheatre,Tempe,AZ,Set 1,,The Music Never Stopped,1,35485,Set 2,1,1,long
1992-12-05,5073,Compton Terrace Amphitheatre,Tempe,AZ,Set 2,,One More Saturday Night,1,35494,Encore,1,1,short
1992-12-05,5073,Compton Terrace Amphitheatre,Tempe,AZ,Encore,,The Weight,1,35495,,1,1,long
1992-12-06,5074,Compton Terrace Amphitheatre,Tempe,AZ,Set 1,,Deal,1,35503,Set 2,1,1,long
1992-12-06,5074,Compton Terrace Amphitheatre,Tempe,AZ,Set 2,,Not Fade Away,1,35514,Encore,1,1,short
1992-12-06,5074,Compton Terrace Amphitheatre,Tempe,AZ,Encore,,Brokedown Palace,1,35515,,1,1,long
1992-12-11,5075,Oakland Coliseum Arena,Oakland,CA,Set 1,19:00:00.000,Deal,1,35522,Set 2,1,1,long
1992-12-11,5075,Oakland Coliseum Arena,Oakland,CA,Set 2,19:00:00.000,Sugar Magnolia,1,35531,Encore,1,1,short
1992-12-11,5075,Oakland Coliseum Arena,Oakland,CA,Encore,19:00:00.000,U.S. Blues,1,35532,,1,1,long
1992-12-12,5076,Oakland Coliseum Arena,Oakland,CA,Set 1,19:00:00.000,Bird Song,1,35538,Set 2,1,1,long
1992-12-12,5076,Oakland Coliseum Arena,Oakland,CA,Set 2,19:00:00.000,One More Saturday Night,1,35548,Encore,1,1,short
1992-12-12,5076,Oakland Coliseum Arena,Oakland,CA,Encore,19:00:00.000,Rain,1,35549,,1,1,long
1992-12-13,5077,Oakland Coliseum Arena,Oakland,CA,Set 1,19:00:00.000,Promised Land,1,35556,Set 2,1,1,long
1992-12-13,5077,Oakland Coliseum Arena,Oakland,CA,Set 2,19:00:00.000,Morning Dew,1,35564,Encore,1,1,short
1992-12-13,5077,Oakland Coliseum Arena,Oakland,CA,Encore,19:00:00.000,The Weight,1,35565,,1,1,long
1992-12-16,5078,Oakland Coliseum Arena,Oakland,CA,Set 1,19:00:00.000,Let It Grow,1,35572,Set 2,1,1,long
1992-12-16,5078,Oakland Coliseum Arena,Oakland,CA,Set 2,19:00:00.000,Good Lovin',1,35582,Encore,1,1,short
1992-12-16,5078,Oakland Coliseum Arena,Oakland,CA,Encore,19:00:00.000,Casey Jones,1,35583,,1,1,long
1992-12-17,5079,Oakland Coliseum Arena,Oakland,CA,Set 1,19:00:00.000,The Music Never Stopped,1,35589,Set 2,1,1,long
1992-12-17,5079,Oakland Coliseum Arena,Oakland,CA,Set 2,19:00:00.000,Not Fade Away,1,35601,Encore,1,1,short
1992-12-17,5079,Oakland Coliseum Arena,Oakland,CA,Encore,19:00:00.000,Tomorrow Never Knows,1,35603,,1,1,long
1993-01-24,5084,Oakland Coliseum Arena,Oakland,CA,Set 1,,Bird Song,1,35609,Set 2,1,1,long
1993-01-24,5084,Oakland Coliseum Arena,Oakland,CA,Set 2,,Sugar Magnolia,1,35619,Encore,1,1,short
1993-01-24,5084,Oakland Coliseum Arena,Oakland,CA,Encore,,Knockin' On Heaven's Door,1,35620,,1,1,long
1993-01-25,5085,Oakland Coliseum Arena,Oakland,CA,Set 1,,The Music Never Stopped,1,35627,Set 2,1,1,long
1993-01-25,5085,Oakland Coliseum Arena,Oakland,CA,Set 2,,Around And Around,1,35638,Encore,1,1,short
1993-01-25,5085,Oakland Coliseum Arena,Oakland,CA,Encore,,Box Of Rain,1,35639,,1,1,long
1993-01-26,5086,Oakland Coliseum Arena,Oakland,CA,Set 1,,Promised Land,1,35646,Set 2,1,1,long
1993-01-26,5086,Oakland Coliseum Arena,Oakland,CA,Set 2,,Turn On Your Lovelight,1,35656,Encore,1,1,short
1993-01-26,5086,Oakland Coliseum Arena,Oakland,CA,Encore,,Gloria,1,35657,,1,1,long
1993-02-21,5097,Oakland Coliseum Arena,Oakland,CA,Set 1,,Promised Land,1,35665,Set 2,1,1,long
1993-02-21,5097,Oakland Coliseum Arena,Oakland,CA,Set 2,,Morning Dew,1,35675,Encore,1,1,short
1993-02-21,5097,Oakland Coliseum Arena,Oakland,CA,Encore,,U.S. Blues,1,35676,,1,1,long
1993-02-22,5098,Oakland Coliseum Arena,Oakland,CA,Set 1,,Don't Ease Me In,1,35684,Set 2,1,1,long
1993-02-22,5098,Oakland Coliseum Arena,Oakland,CA,Set 2,,Not Fade Away,1,35693,Encore,1,1,short
1993-02-22,5098,Oakland Coliseum Arena,Oakland,CA,Encore,,Knockin' On Heaven's Door,1,35694,,1,1,long
1993-02-23,5100,Oakland Coliseum Arena,Oakland,CA,Set 1,,Johnny B. Goode,1,35701,Set 2,1,1,long
1993-02-23,5100,Oakland Coliseum Arena,Oakland,CA,Set 2,,Turn On Your Lovelight,1,35711,Encore,1,1,short
1993-02-23,5100,Oakland Coliseum Arena,Oakland,CA,Encore,,Brokedown Palace,1,35712,,1,1,long
1993-03-09,5104,Rosemont Horizon,Rosemont,IL,Set 1,,Liberty,1,35721,Set 2,1,1,long
1993-03-09,5104,Rosemont Horizon,Rosemont,IL,Set 2,,Sugar Magnolia,1,35731,Encore,1,1,short
1993-03-09,5104,Rosemont Horizon,Rosemont,IL,Encore,,Knockin' On Heaven's Door,1,35732,,1,1,long
1993-03-10,5105,Rosemont Horizon,Rosemont,IL,Set 1,,Let It Grow,1,35739,Set 2,1,1,long
1993-03-10,5105,Rosemont Horizon,Rosemont,IL,Set 2,,Not Fade Away,1,35750,Encore,1,1,short
1993-03-10,5105,Rosemont Horizon,Rosemont,IL,Encore,,It's All Over Now Baby Blue,1,35751,,1,1,long
1993-03-11,5106,Rosemont Horizon,Rosemont,IL,Set 1,,The Music Never Stopped,1,35759,Set 2,1,1,long
1993-03-11,5106,Rosemont Horizon,Rosemont,IL,Set 2,,Around And Around,1,35769,Encore,1,1,short
1993-03-11,5106,Rosemont Horizon,Rosemont,IL,Encore,,Liberty,1,35770,,1,1,long
1993-03-14,5108,Richfield Coliseum,Richfield,OH,Set 1,,Don't Ease Me In,1,35777,Set 2,1,1,long
1993-03-14,5108,Richfield Coliseum,Richfield,OH,Set 2,,Turn On Your Lovelight,1,35789,Encore,1,1,short
1993-03-14,5108,Richfield Coliseum,Richfield,OH,Encore,,I Fought The Law,1,35790,,1,1,long
1993-03-16,5109,Capital Centre,Landover,MD,Set 1,,Promised Land,1,35797,Set 2,1,1,long
1993-03-16,5109,Capital Centre,Landover,MD,Set 2,,Sugar Magnolia,1,35807,Encore,1,1,short
1993-03-16,5109,Capital Centre,Landover,MD,Encore,,U.S. Blues,1,35808,,1,1,long
1993-03-17,5110,Capital Centre,Landover,MD,Set 1,,Liberty,1,35815,Set 2,1,1,long
1993-03-17,5110,Capital Centre,Landover,MD,Set 2,,Good Lovin',1,35826,Encore,1,1,short
1993-03-17,5110,Capital Centre,Landover,MD,Encore,,Lucy In The Sky With Diamonds,1,35827,,1,1,long
1993-03-18,5111,Capital Centre,Landover,MD,Set 1,,The Music Never Stopped,1,35835,Set 2,1,1,long
1993-03-18,5111,Capital Centre,Landover,MD,Set 2,,Not Fade Away,1,35848,Encore,1,1,short
1993-03-18,5111,Capital Centre,Landover,MD,Encore,,I Fought The Law,1,35849,,1,1,long
1993-03-20,5112,The Omni,Atlanta,GA,Set 1,,Promised Land,1,35856,Set 2,1,1,long
1993-03-20,5112,The Omni,Atlanta,GA,Set 2,,One More Saturday Night,1,35867,Encore,1,1,short
1993-03-20,5112,The Omni,Atlanta,GA,Encore,,Liberty,1,35868,,1,1,long
1993-03-21,5113,The Omni,Atlanta,GA,Set 1,,Liberty,1,35876,Set 2,1,1,long
1993-03-21,5113,The Omni,Atlanta,GA,Set 2,,Around And Around,1,35886,Encore,1,1,short
1993-03-21,5113,The Omni,Atlanta,GA,Encore,,Tomorrow Never Knows,1,35888,,1,1,long
1993-03-22,5114,The Omni,Atlanta,GA,Set 1,,Picasso Moon,1,35897,Set 2,1,1,long
1993-03-22,5114,The Omni,Atlanta,GA,Set 2,,Sugar Magnolia,1,35907,Encore,1,1,short
1993-03-22,5114,The Omni,Atlanta,GA,Encore,,I Fought The Law,1,35908,,1,1,long
1993-03-24,5115,"Dean E. Smith Center, Unversity of North Carolina",Chapel Hill,NC,Set 1,,Let It Grow,1,35915,Set 2,1,1,long
1993-03-24,5115,"Dean E. Smith Center, Unversity of North Carolina",Chapel Hill,NC,Set 2,,Not Fade Away,1,35925,Encore,1,1,short
1993-03-24,5115,"Dean E. Smith Center, Unversity of North Carolina",Chapel Hill,NC,Encore,,Lucy In The Sky With Diamonds,1,35926,,1,1,long
1993-03-25,5116,"Dean E. Smith Center, Unversity of North Carolina",Chapel Hill,NC,Set 1,,Liberty,1,35936,Set 2,1,1,long
1993-03-25,5116,"Dean E. Smith Center, Unversity of North Carolina",Chapel Hill,NC,Set 2,,Morning Dew,1,35946,Encore,1,1,short
1993-03-25,5116,"Dean E. Smith Center, Unversity of North Carolina",Chapel Hill,NC,Encore,,The Weight,1,35947,,1,1,long
1993-03-27,5117,Knickerbocker Arena,Albany,NY,Set 1,,Casey Jones,1,35956,Set 2,1,1,long
1993-03-27,5117,Knickerbocker Arena,Albany,NY,Set 2,,One More Saturday Night,1,35966,Encore,1,1,short
1993-03-27,5117,Knickerbocker Arena,Albany,NY,Encore,,I Fought The Law,1,35967,,1,1,long
1993-03-28,5118,Knickerbocker Arena,Albany,NY,Set 1,,Deal,1,35974,Set 2,1,1,long
1993-03-28,5118,Knickerbocker Arena,Albany,NY,Set 2,,Turn On Your Lovelight,1,35985,Encore,1,1,short
1993-03-28,5118,Knickerbocker Arena,Albany,NY,Encore,,Knockin' On Heaven's Door,1,35986,,1,1,long
1993-03-29,5119,Knickerbocker Arena,Albany,NY,Set 1,,Johnny B. Goode,1,35994,Set 2,1,1,long
1993-03-29,5119,Knickerbocker Arena,Albany,NY,Set 2,,Not Fade Away,1,36004,Encore,1,1,short
1993-03-29,5119,Knickerbocker Arena,Albany,NY,Encore,,Liberty,1,36005,,1,1,long
1993-03-31,5120,Nassau Veterans Memorial Coliseum,Uniondale,NY,Set 1,,Let It Grow,1,36011,Set 2,1,1,long
1993-03-31,5120,Nassau Veterans Memorial Coliseum,Uniondale,NY,Set 2,,Sugar Magnolia,1,36021,Encore,1,1,short
1993-03-31,5120,Nassau Veterans Memorial Coliseum,Uniondale,NY,Encore,,I Fought The Law,1,36022,,1,1,long
1993-04-01,5121,Nassau Veterans Memorial Coliseum,Uniondale,NY,Set 1,,Liberty,1,36030,Set 2,1,1,long
1993-04-01,5121,Nassau Veterans Memorial Coliseum,Uniondale,NY,Set 2,,Turn On Your Lovelight,1,36039,Encore,1,1,short
1993-04-01,5121,Nassau Veterans Memorial Coliseum,Uniondale,NY,Encore,,Rain,1,36040,,1,1,long
1993-04-02,5122,Nassau Veterans Memorial Coliseum,Uniondale,NY,Set 1,,Picasso Moon,1,36048,Set 2,1,1,long
1993-04-02,5122,Nassau Veterans Memorial Coliseum,Uniondale,NY,Set 2,,Around And Around,1,36058,Encore,1,1,short
1993-04-02,5122,Nassau Veterans Memorial Coliseum,Uniondale,NY,Encore,,Brokedown Palace,1,36059,,1,1,long
1993-04-04,5123,Nassau Veterans Memorial Coliseum,Uniondale,NY,Set 1,,Bird Song,1,36067,Set 2,1,1,long
1993-04-04,5123,Nassau Veterans Memorial Coliseum,Uniondale,NY,Set 2,,Not Fade Away,1,36077,Encore,1,1,short
1993-04-04,5123,Nassau Veterans Memorial Coliseum,Uniondale,NY,Encore,,Liberty,1,36078,,1,1,long
1993-04-05,5124,Nassau Veterans Memorial Coliseum,Uniondale,NY,Set 1,,Deal,1,36086,Set 2,1,1,long
1993-04-05,5124,Nassau Veterans Memorial Coliseum,Uniondale,NY,Set 2,,Gloria,1,36095,Encore,1,1,short
1993-04-05,5124,Nassau Veterans Memorial Coliseum,Uniondale,NY,Encore,,U.S. Blues,1,36096,,1,1,long
1993-05-14,5132,Sam Boyd Silver Bowl,Las Vegas,NV,Set 1,,Liberty,1,36103,Set 2,1,1,long
1993-05-14,5132,Sam Boyd Silver Bowl,Las Vegas,NV,Set 2,,Sugar Magnolia,1,36113,Encore,1,1,short
1993-05-14,5132,Sam Boyd Silver Bowl,Las Vegas,NV,Encore,,I Fought The Law,1,36114,,1,1,long
1993-05-15,5133,Sam Boyd Silver Bowl,Las Vegas,NV,Set 1,,Bird Song,1,36120,Set 2,1,1,long
1993-05-15,5133,Sam Boyd Silver Bowl,Las Vegas,NV,Set 2,,One More Saturday Night,1,36129,Encore,1,1,short
1993-05-15,5133,Sam Boyd Silver Bowl,Las Vegas,NV,Encore,,Lucy In The Sky With Diamonds,1,36130,,1,1,long
1993-05-16,5134,Sam Boyd Silver Bowl,Las Vegas,NV,Set 1,,Cassidy,1,36136,Set 2,1,1,long
1993-05-16,5134,Sam Boyd Silver Bowl,Las Vegas,NV,Set 2,,Turn On Your Lovelight,1,36148,Encore,1,1,short
1993-05-16,5134,Sam Boyd Silver Bowl,Las Vegas,NV,Encore,,Brokedown Palace,1,36149,,1,1,long
1993-05-21,5135,Shoreline Amphitheatre,Mountain View,CA,Set 1,,Liberty,1,36157,Set 2,1,1,long
1993-05-21,5135,Shoreline Amphitheatre,Mountain View,CA,Set 2,,Morning Dew,1,36167,Encore,1,1,short
1993-05-21,5135,Shoreline Amphitheatre,Mountain View,CA,Encore,,Tomorrow Never Knows,1,36169,,1,1,long
1993-05-22,5136,Shoreline Amphitheatre,Mountain View,CA,Set 1,,Promised Land,1,36176,Set 2,1,1,long
1993-05-22,5136,Shoreline Amphitheatre,Mountain View,CA,Set 2,,One More Saturday Night,1,36185,Encore,1,1,short
1993-05-22,5136,Shoreline Amphitheatre,Mountain View,CA,Encore,,I Fought The Law,1,36186,,1,1,long
1993-05-23,5137,Shoreline Amphitheatre,Mountain View,CA,Set 1,,The Music Never Stopped,1,36192,Set 2,1,1,long
1993-05-23,5137,Shoreline Amphitheatre,Mountain View,CA,Set 2,,Not Fade Away,1,36201,Encore,1,1,short
1993-05-23,5137,Shoreline Amphitheatre,Mountain View,CA,Encore,,Lucy In The Sky With Diamonds,1,36202,,1,1,long
1993-05-25,5138,Cal Expo Amphitheatre,Sacramento,CA,Set 1,,Don't Ease Me In,1,36211,Set 2,1,1,long
1993-05-25,5138,Cal Expo Amphitheatre,Sacramento,CA,Set 2,,Johnny B. Goode,1,36221,Encore,1,1,short
1993-05-25,5138,Cal Expo Amphitheatre,Sacramento,CA,Encore,,Rain,1,36222,,1,1,long
1993-05-26,5139,Cal Expo Amphitheatre,Sacramento,CA,Set 1,,Deal,1,36229,Set 2,1,1,long
1993-05-26,5139,Cal Expo Amphitheatre,Sacramento,CA,Set 2,,Around And Around,1,36239,Encore,1,1,short
1993-05-26,5139,Cal Expo Amphitheatre,Sacramento,CA,Encore,,Liberty,1,36240,,1,1,long
1993-05-27,5140,Cal Expo Amphitheatre,Sacramento,CA,Set 1,,Promised Land,1,36248,Set 2,1,1,long
1993-05-27,5140,Cal Expo Amphitheatre,Sacramento,CA,Set 2,,Sugar Magnolia,1,36259,Encore,1,1,short
1993-05-27,5140,Cal Expo Amphitheatre,Sacramento,CA,Encore,,Gloria,1,36260,,1,1,long
1993-06-05,5142,Giants Stadium,East Rutherford,NJ,Set 1,,The Music Never Stopped,2,36269,Set 2,1,1,long
1993-06-05,5142,Giants Stadium,East Rutherford,NJ,Set 2,,One More Saturday Night,1,36279,Encore,1,1,short
1993-06-05,5142,Giants Stadium,East Rutherford,NJ,Encore,,Box Of Rain,1,36280,,1,1,long
1993-06-06,5143,Giants Stadium,East Rutherford,NJ,Set 1,,Let It Grow,1,36287,Set 2,1,1,long
1993-06-06,5143,Giants Stadium,East Rutherford,NJ,Set 2,,Not Fade Away,1,36297,Encore,1,1,short
1993-06-06,5143,Giants Stadium,East Rutherford,NJ,Encore,,Liberty,1,36298,,1,1,long
1993-06-08,5144,The Palace,Auburn Hills,MI,Set 1,,Bird Song,1,36304,Set 2,1,1,long
1993-06-08,5144,The Palace,Auburn Hills,MI,Set 2,,Turn On Your Lovelight,1,36315,Encore,1,1,short
1993-06-08,5144,The Palace,Auburn Hills,MI,Encore,,I Fought The Law,1,36316,,1,1,long
1993-06-09,5145,The Palace,Auburn Hills,MI,Set 1,,Bertha,1,36323,Set 2,1,1,long
1993-06-09,5145,The Palace,Auburn Hills,MI,Set 2,,Around And Around,1,36333,Encore,1,1,short
1993-06-09,5145,The Palace,Auburn Hills,MI,Encore,,Liberty,1,36334,,1,1,long
1993-06-11,5146,Buckeye Lake Music Center,Thornville,OH,Set 1,,Promised Land,1,36342,Set 2,1,1,long
1993-06-11,5146,Buckeye Lake Music Center,Thornville,OH,Set 2,,Sugar Magnolia,1,36352,Encore,1,1,short
1993-06-11,5146,Buckeye Lake Music Center,Thornville,OH,Encore,,Brokedown Palace,1,36353,,1,1,long
1993-06-13,5148,Rich Stadium,Buffalo,NY,Set 1,,Deal,1,36362,Set 2,1,1,long
1993-06-13,5148,Rich Stadium,Buffalo,NY,Set 2,,Johnny B. Goode,1,36372,Encore,1,1,short
1993-06-13,5148,Rich Stadium,Buffalo,NY,Encore,,I Fought The Law,1,36373,,1,1,long
1993-06-15,5149,Freedom Hall,Louisville,KY,Set 1,,Don't Ease Me In,1,36379,Set 2,1,1,long
1993-06-15,5149,Freedom Hall,Louisville,KY,Set 2,,Morning Dew,1,36388,Encore,1,1,short
1993-06-15,5149,Freedom Hall,Louisville,KY,Encore,,Gloria,1,36389,,1,1,long
1993-06-16,5150,Freedom Hall,Louisville,KY,Set 1,,Don't Ease Me In,1,36398,Set 2,1,1,long
1993-06-16,5150,Freedom Hall,Louisville,KY,Set 2,,Good Lovin',1,36407,Encore,1,1,short
1993-06-16,5150,Freedom Hall,Louisville,KY,Encore,,I Fought The Law,1,36408,,1,1,long
1993-06-18,5152,Soldier Field,Chicago,IL,Set 1,,The Music Never Stopped,1,36415,Set 2,1,1,long
1993-06-18,5152,Soldier Field,Chicago,IL,Set 2,,Turn On Your Lovelight,1,36425,Encore,1,1,short
1993-06-18,5152,Soldier Field,Chicago,IL,Encore,,Liberty,1,36426,,1,1,long
1993-06-19,5154,Soldier Field,Chicago,IL,Set 1,,Deal,1,36433,Set 2,1,1,long
1993-06-19,5154,Soldier Field,Chicago,IL,Set 2,,One More Saturday Night,1,36444,Encore,1,1,short
1993-06-19,5154,Soldier Field,Chicago,IL,Encore,,Rain,1,36445,,1,1,long
1993-06-21,5155,Deer Creek Music Center,Knoblesville,IN,Set 1,,Promised Land,1,36454,Set 2,1,1,long
1993-06-21,5155,Deer Creek Music Center,Knoblesville,IN,Set 2,,Around And Around,1,36464,Encore,1,1,short
1993-06-21,5155,Deer Creek Music Center,Knoblesville,IN,Encore,,I Fought The Law,1,36465,,1,1,long
1993-06-22,5156,Deer Creek Music Center,Knoblesville,IN,Set 1,,Picasso Moon,1,36474,Set 2,1,1,long
1993-06-22,5156,Deer Creek Music Center,Knoblesville,IN,Set 2,,Johnny B. Goode,1,36483,Encore,1,1,short
1993-06-22,5156,Deer Creek Music Center,Knoblesville,IN,Encore,,Liberty,1,36484,,1,1,long
1993-06-23,5157,Deer Creek Music Center,Knoblesville,IN,Set 1,,Easy Answers,1,36491,Set 2,1,1,long
1993-06-23,5157,Deer Creek Music Center,Knoblesville,IN,Set 2,,Good Lovin',1,36500,Encore,1,1,short
1993-06-23,5157,Deer Creek Music Center,Knoblesville,IN,Encore,,Lucy In The Sky With Diamonds,1,36501,,1,1,long
1993-06-25,5159,Robert F. Kennedy Stadium,Washington,DC,Set 1,,Promised Land,1,36508,Set 2,1,1,long
1993-06-25,5159,Robert F. Kennedy Stadium,Washington,DC,Set 2,,Sugar Magnolia,1,36518,Encore,1,1,short
1993-06-25,5159,Robert F. Kennedy Stadium,Washington,DC,Encore,,The Weight,1,36519,,1,1,long
1993-06-26,5161,Robert F. Kennedy Stadium,Washington,DC,Set 1,,Picasso Moon,1,36526,Set 2,1,1,long
1993-06-26,5161,Robert F. Kennedy Stadium,Washington,DC,Set 2,,One More Saturday Night,1,36536,Encore,1,1,short
1993-06-26,5161,Robert F. Kennedy Stadium,Washington,DC,Encore,,Liberty,1,36537,,1,1,long
1993-08-21,5165,"Autzen Stadium, University of Oregon",Eugene,OR,Set 1,,Promised Land,1,36543,Set 2,1,1,long
1993-08-21,5165,"Autzen Stadium, University of Oregon",Eugene,OR,Set 2,,One More Saturday Night,1,36554,Encore,1,1,short
1993-08-21,5165,"Autzen Stadium, University of Oregon",Eugene,OR,Encore,,I Fought The Law,1,36555,,1,1,long
1993-08-22,5166,"Autzen Stadium, University of Oregon",Eugene,OR,Set 1,,The Music Never Stopped,1,36563,Set 2,1,1,long
1993-08-22,5166,"Autzen Stadium, University of Oregon",Eugene,OR,Set 2,,Not Fade Away,1,36575,Encore,1,1,short
1993-08-22,5166,"Autzen Stadium, University of Oregon",Eugene,OR,Encore,,Liberty,1,36576,,1,1,long
1993-08-25,5167,Shoreline Amphitheatre,Mountain View,CA,Set 1,,Promised Land,1,36584,Set 2,1,1,long
1993-08-25,5167,Shoreline Amphitheatre,Mountain View,CA,Set 2,,Sugar Magnolia,1,36593,Encore,1,1,short
