date,event_id,venue,city,state,show_set,time,song,isong,next_set,Nevents,ievent,break_length
1984-07-04,3965,Five Seasons Center,Cedar Rapids,IA,Set 1,,Don't Ease Me In,24042,Set 2,1,1,long
1984-07-04,3965,Five Seasons Center,Cedar Rapids,IA,Set 2,,Good Lovin',24054,Encore,1,1,short
1984-07-04,3965,Five Seasons Center,Cedar Rapids,IA,Encore,,U.S. Blues,24055,,1,1,long
1984-07-06,3966,Alpine Valley Music Theatre,East Troy,WI,Set 1,,Let It Grow,24064,Set 2,1,1,long
1984-07-06,3966,Alpine Valley Music Theatre,East Troy,WI,Set 2,,Sugar Magnolia,24076,Encore,1,1,short
1984-07-06,3966,Alpine Valley Music Theatre,East Troy,WI,Encore,,Touch Of Grey,24077,,1,1,long
1984-07-07,3968,Alpine Valley Music Theatre,East Troy,WI,Set 1,,Might As Well,24085,Set 2,1,1,long
1984-07-07,3968,Alpine Valley Music Theatre,East Troy,WI,Set 2,,Not Fade Away,24097,Encore,1,1,short
1984-07-07,3968,Alpine Valley Music Theatre,East Troy,WI,Encore,,Brokedown Palace,24098,,1,1,long
1984-07-13,3975,"William Randolph Hearst Greek Theatre, UC Berkeley",Berkeley,CA,Set 1,,Might As Well,24107,Set 2,1,1,long
1984-07-13,3975,"William Randolph Hearst Greek Theatre, UC Berkeley",Berkeley,CA,Set 2,,Sugar Magnolia,24117,Encore,1,1,short
1984-07-13,3975,"William Randolph Hearst Greek Theatre, UC Berkeley",Berkeley,CA,Encore,,Dark Star,24118,,1,1,long
1984-07-14,3976,"William Randolph Hearst Greek Theatre, UC Berkeley",Berkeley,CA,Set 1,,Don't Ease Me In,24126,Set 2,1,1,long
1984-07-14,3976,"William Randolph Hearst Greek Theatre, UC Berkeley",Berkeley,CA,Set 2,,One More Saturday Night,24137,Encore,1,1,short
1984-07-14,3976,"William Randolph Hearst Greek Theatre, UC Berkeley",Berkeley,CA,Encore,,Day Job,24138,,1,1,long
1984-07-15,3977,"William Randolph Hearst Greek Theatre, UC Berkeley",Berkeley,CA,Set 1,,Hell In A Bucket,24145,Set 2,1,1,long
1984-07-15,3977,"William Randolph Hearst Greek Theatre, UC Berkeley",Berkeley,CA,Set 2,,Not Fade Away,24156,Encore,1,1,short
1984-07-15,3977,"William Randolph Hearst Greek Theatre, UC Berkeley",Berkeley,CA,Encore,,Johnny B. Goode,24158,,1,1,long
1984-07-21,3978,Ventura County Fairgrounds,Ventura,CA,Set 1,,Might As Well,24167,Set 2,1,1,long
1984-07-21,3978,Ventura County Fairgrounds,Ventura,CA,Set 2,,One More Saturday Night,24177,Encore,1,1,short
1984-07-21,3978,Ventura County Fairgrounds,Ventura,CA,Encore,,Touch Of Grey,24178,,1,1,long
1984-07-22,3979,Ventura County Fairgrounds,Ventura,CA,Set 1,,Day Job,24186,Set 2,1,1,long
1984-07-22,3979,Ventura County Fairgrounds,Ventura,CA,Set 2,,Not Fade Away,24196,Encore,1,1,short
1984-07-22,3979,Ventura County Fairgrounds,Ventura,CA,Encore,,Brokedown Palace,24198,,1,1,long
1984-10-05,4004,Charlotte Coliseum,Charlotte,NC,Set 1,,Might As Well,24207,Set 2,1,1,long
1984-10-05,4004,Charlotte Coliseum,Charlotte,NC,Set 2,,Johnny B. Goode,24217,Encore,1,1,short
1984-10-05,4004,Charlotte Coliseum,Charlotte,NC,Encore,,It's All Over Now Baby Blue,24218,,1,1,long
1984-10-06,4005,Richmond Coliseum,Richmond,VA,Set 1,,Don't Ease Me In,24226,Set 2,1,1,long
1984-10-06,4005,Richmond Coliseum,Richmond,VA,Set 2,,One More Saturday Night,24236,Encore,1,1,short
1984-10-06,4005,Richmond Coliseum,Richmond,VA,Encore,,Day Job,24237,,1,1,long
1984-10-08,4006,Centrum,Worcester,MA,Set 1,,Deal,24245,Set 2,1,1,long
1984-10-08,4006,Centrum,Worcester,MA,Set 2,,Not Fade Away,24254,Encore,1,1,short
1984-10-08,4006,Centrum,Worcester,MA,Encore,,U.S. Blues,24255,,1,1,long
1984-10-09,4007,Centrum,Worcester,MA,Set 1,,Let It Grow,24263,Set 2,1,1,long
1984-10-09,4007,Centrum,Worcester,MA,Set 2,,Johnny B. Goode,24276,Encore,1,1,short
1984-10-09,4007,Centrum,Worcester,MA,Encore,,Revolution,24277,,1,1,long
1984-10-11,4008,Augusta Civic Center,Augusta,ME,Set 1,,Might As Well,24285,Set 2,1,1,long
1984-10-11,4008,Augusta Civic Center,Augusta,ME,Set 2,,Sugar Magnolia,24295,Encore,1,1,short
1984-10-11,4008,Augusta Civic Center,Augusta,ME,Encore,,Day Job,24296,,1,1,long
1984-10-12,4009,Augusta Civic Center,Augusta,ME,Set 1,,The Music Never Stopped,24303,Set 2,1,1,long
1984-10-12,4009,Augusta Civic Center,Augusta,ME,Set 2,,Morning Dew,24314,Encore,1,1,short
1984-10-12,4009,Augusta Civic Center,Augusta,ME,Encore,,Good Lovin',24315,,1,1,long
1984-10-14,4010,Hartford Civic Center,Hartford,CT,Set 1,,Might As Well,24326,Set 2,1,1,long
1984-10-14,4010,Hartford Civic Center,Hartford,CT,Set 2,,Turn On Your Lovelight,24338,,1,1,long
1984-10-15,4011,Hartford Civic Center,Hartford,CT,Set 1,,Day Job,24346,Set 2,1,1,long
1984-10-15,4011,Hartford Civic Center,Hartford,CT,Set 2,,Sugar Magnolia,24355,Encore,1,1,short
1984-10-15,4011,Hartford Civic Center,Hartford,CT,Encore,,It's All Over Now Baby Blue,24356,,1,1,long
1984-10-17,4012,Brendan Byrne Arena,East Rutherford,NJ,Set 1,,Might As Well,24365,Set 2,1,1,long
1984-10-17,4012,Brendan Byrne Arena,East Rutherford,NJ,Set 2,,Goin' Down The Road Feelin' Bad,24377,Encore,1,1,short
1984-10-17,4012,Brendan Byrne Arena,East Rutherford,NJ,Encore,,Brokedown Palace,24378,,1,1,long
1984-10-18,4013,Brendan Byrne Arena,East Rutherford,NJ,Set 1,,Hell In A Bucket,24385,Set 2,1,1,long
1984-10-18,4013,Brendan Byrne Arena,East Rutherford,NJ,Set 2,,Drums,24398,Encore,1,1,short
1984-10-18,4013,Brendan Byrne Arena,East Rutherford,NJ,Encore,,It's All Over Now Baby Blue,24399,,1,1,long
1984-10-20,4014,"Carrier Dome, Syracuse University",Syracuse,NY,Set 1,,Jack Straw,24407,Set 2,1,1,long
1984-10-20,4014,"Carrier Dome, Syracuse University",Syracuse,NY,Set 2,,Turn On Your Lovelight,24418,Encore,1,1,short
1984-10-20,4014,"Carrier Dome, Syracuse University",Syracuse,NY,Encore,,Revolution,24419,,1,1,long
1984-10-27,4015,Berkeley Community Theater,Berkeley,CA,Set 1,,Might As Well,24428,Set 2,1,1,long
1984-10-27,4015,Berkeley Community Theater,Berkeley,CA,Set 2,,One More Saturday Night,24441,Encore,1,1,short
1984-10-27,4015,Berkeley Community Theater,Berkeley,CA,Encore,,Day Job,24442,,1,1,long
1984-10-28,4016,Berkeley Community Theater,Berkeley,CA,Set 1,,Deal,24449,Set 2,1,1,long
1984-10-28,4016,Berkeley Community Theater,Berkeley,CA,Set 2,,Not Fade Away,24458,Encore,1,1,short
1984-10-28,4016,Berkeley Community Theater,Berkeley,CA,Encore,,It's All Over Now Baby Blue,24459,,1,1,long
1984-10-30,4017,Berkeley Community Theater,Berkeley,CA,Set 1,,Let It Grow,24466,Set 2,1,1,long
1984-10-30,4017,Berkeley Community Theater,Berkeley,CA,Set 2,,Sugar Magnolia,24476,Encore,1,1,short
1984-10-30,4017,Berkeley Community Theater,Berkeley,CA,Encore,,U.S. Blues,24477,,1,1,long
1984-10-31,4018,Berkeley Community Theater,Berkeley,CA,Set 1,,Don't Ease Me In,24486,Set 2,1,1,long
1984-10-31,4018,Berkeley Community Theater,Berkeley,CA,Set 2,,One More Saturday Night,24498,Encore,1,1,short
1984-10-31,4018,Berkeley Community Theater,Berkeley,CA,Encore,,Satisfaction,24499,,1,1,long
1984-11-02,4019,Berkeley Community Theater,Berkeley,CA,Set 1,,Iko Iko,24507,Set 2,1,1,long
1984-11-02,4019,Berkeley Community Theater,Berkeley,CA,Set 2,,Good Lovin',24519,Encore,1,1,short
1984-11-02,4019,Berkeley Community Theater,Berkeley,CA,Encore,,Casey Jones,24520,,1,1,long
1984-11-03,4020,Berkeley Community Theater,Berkeley,CA,Set 1,,Deal,24527,Set 2,1,1,long
1984-11-03,4020,Berkeley Community Theater,Berkeley,CA,Set 2,,Turn On Your Lovelight,24537,Encore,1,1,short
1984-11-03,4020,Berkeley Community Theater,Berkeley,CA,Encore,,Brokedown Palace,24538,,1,1,long
1984-12-28,4041,San Francisco Civic Auditorium,San Francisco,CA,Set 1,,Might As Well,24549,Set 2,1,1,long
1984-12-28,4041,San Francisco Civic Auditorium,San Francisco,CA,Set 2,,Sugar Magnolia,24559,Encore,1,1,short
1984-12-28,4041,San Francisco Civic Auditorium,San Francisco,CA,Encore,,Day Tripper,24560,,1,1,long
1984-12-29,4042,San Francisco Civic Auditorium,San Francisco,CA,Set 1,,Let It Grow,24567,Set 2,1,1,long
1984-12-29,4042,San Francisco Civic Auditorium,San Francisco,CA,Set 2,,Not Fade Away,24575,Encore,1,1,short
1984-12-29,4042,San Francisco Civic Auditorium,San Francisco,CA,Encore,,Brokedown Palace,24576,,1,1,long
1984-12-31,4043,San Francisco Civic Auditorium,San Francisco,CA,Set 1,,Don't Ease Me In,24583,Set 2,1,1,long
1984-12-31,4043,San Francisco Civic Auditorium,San Francisco,CA,Set 2,,Turn On Your Lovelight,24593,Set 3,1,1,long
1984-12-31,4043,San Francisco Civic Auditorium,San Francisco,CA,Set 3,,It's All Over Now Baby Blue,24597,,1,1,long
1985-02-18,4045,Henry J. Kaiser Convention Center,Oakland,CA,Set 1,20:00:00.000,I Know You Rider,24606,Set 2,1,1,long
1985-02-18,4045,Henry J. Kaiser Convention Center,Oakland,CA,Set 2,20:00:00.000,Sugar Magnolia,24616,Encore,1,1,short
1985-02-18,4045,Henry J. Kaiser Convention Center,Oakland,CA,Encore,20:00:00.000,Day Job,24617,,1,1,long
1985-02-19,4046,Henry J. Kaiser Convention Center,Oakland,CA,Set 1,20:00:00.000,Might As Well,24625,Set 2,1,1,long
1985-02-19,4046,Henry J. Kaiser Convention Center,Oakland,CA,Set 2,20:00:00.000,Touch Of Grey,24632,Encore,1,1,short
1985-02-19,4046,Henry J. Kaiser Convention Center,Oakland,CA,Encore,20:00:00.000,Johnny B. Goode,24633,,1,1,long
1985-02-20,4047,Henry J. Kaiser Convention Center,Oakland,CA,Set 1,20:00:00.000,Don't Ease Me In,24641,Set 2,1,1,long
1985-02-20,4047,Henry J. Kaiser Convention Center,Oakland,CA,Set 2,20:00:00.000,Turn On Your Lovelight,24649,Encore,1,1,short
1985-02-20,4047,Henry J. Kaiser Convention Center,Oakland,CA,Encore,20:00:00.000,U.S. Blues,24650,,1,1,long
1985-03-09,4050,Berkeley Community Theater,Berkeley,CA,Set 1,,Let It Grow,24656,Set 2,1,1,long
1985-03-09,4050,Berkeley Community Theater,Berkeley,CA,Set 2,,Sugar Magnolia,24665,Encore,1,1,short
1985-03-09,4050,Berkeley Community Theater,Berkeley,CA,Encore,,It's All Over Now Baby Blue,24666,,1,1,long
1985-03-10,4051,Berkeley Community Theater,Berkeley,CA,Set 1,,Big Railroad Blues,24672,Set 2,1,1,long
1985-03-10,4051,Berkeley Community Theater,Berkeley,CA,Set 2,,Johnny B. Goode,24683,Encore,1,1,short
1985-03-10,4051,Berkeley Community Theater,Berkeley,CA,Encore,,Day Job,24684,,1,1,long
1985-03-12,4052,Berkeley Community Theater,Berkeley,CA,Set 1,,Don't Ease Me In,24692,Set 2,1,1,long
1985-03-12,4052,Berkeley Community Theater,Berkeley,CA,Set 2,,Turn On Your Lovelight,24700,Encore,1,1,short
1985-03-12,4052,Berkeley Community Theater,Berkeley,CA,Encore,,U.S. Blues,24701,,1,1,long
1985-03-13,4053,Berkeley Community Theater,Berkeley,CA,Set 1,,Deal,24708,Set 2,1,1,long
1985-03-13,4053,Berkeley Community Theater,Berkeley,CA,Set 2,,Good Lovin',24718,Encore,1,1,short
1985-03-13,4053,Berkeley Community Theater,Berkeley,CA,Encore,,Brokedown Palace,24719,,1,1,long
1985-03-21,4054,Hampton Coliseum,Hampton,VA,Set 1,,Might As Well,24729,Set 2,1,1,long
1985-03-21,4054,Hampton Coliseum,Hampton,VA,Set 2,,Johnny B. Goode,24739,Encore,1,1,short
1985-03-21,4054,Hampton Coliseum,Hampton,VA,Encore,,Day Job,24740,,1,1,long
1985-03-22,4055,Hampton Coliseum,Hampton,VA,Set 1,,Don't Ease Me In,24748,Set 2,1,1,long
1985-03-22,4055,Hampton Coliseum,Hampton,VA,Set 2,,Sugar Magnolia,24760,Encore,1,1,short
1985-03-22,4055,Hampton Coliseum,Hampton,VA,Encore,,It's All Over Now Baby Blue,24761,,1,1,long
1985-03-24,4056,Springfield Civic Center Arena,Springfield,MA,Set 1,,Deal,24769,Set 2,1,1,long
1985-03-24,4056,Springfield Civic Center Arena,Springfield,MA,Set 2,,Not Fade Away,24779,Encore,1,1,short
1985-03-24,4056,Springfield Civic Center Arena,Springfield,MA,Encore,,U.S. Blues,24780,,1,1,long
1985-03-25,4057,Springfield Civic Center Arena,Springfield,MA,Set 1,,Let It Grow,24787,Set 2,1,1,long
1985-03-25,4057,Springfield Civic Center Arena,Springfield,MA,Set 2,,Good Lovin',24798,Encore,1,1,short
1985-03-25,4057,Springfield Civic Center Arena,Springfield,MA,Encore,,Day Job,24799,,1,1,long
1985-03-27,4058,Nassau Veterans Memorial Coliseum,Uniondale,NY,Set 1,,Might As Well,24808,Set 2,1,1,long
1985-03-27,4058,Nassau Veterans Memorial Coliseum,Uniondale,NY,Set 2,,Turn On Your Lovelight,24815,Encore,1,1,short
1985-03-27,4058,Nassau Veterans Memorial Coliseum,Uniondale,NY,Encore,,Touch Of Grey,24816,,1,1,long
1985-03-28,4059,Nassau Veterans Memorial Coliseum,Uniondale,NY,Set 1,,I Know You Rider,24824,Set 2,1,1,long
1985-03-28,4059,Nassau Veterans Memorial Coliseum,Uniondale,NY,Set 2,,Sugar Magnolia,24834,Encore,1,1,short
1985-03-28,4059,Nassau Veterans Memorial Coliseum,Uniondale,NY,Encore,,Day Job,24835,,1,1,long
1985-03-29,4060,Nassau Veterans Memorial Coliseum,Uniondale,NY,Set 1,,Don't Ease Me In,24844,Set 2,1,1,long
1985-03-29,4060,Nassau Veterans Memorial Coliseum,Uniondale,NY,Set 2,,Johnny B. Goode,24853,Encore,1,1,short
1985-03-29,4060,Nassau Veterans Memorial Coliseum,Uniondale,NY,Encore,,Brokedown Palace,24854,,1,1,long
1985-03-31,4061,Cumberland County Civic Center,Portland,ME,Set 1,,Don't Ease Me In,24862,Set 2,1,1,long
1985-03-31,4061,Cumberland County Civic Center,Portland,ME,Set 2,,Day Tripper,24873,Encore,1,1,short
1985-03-31,4061,Cumberland County Civic Center,Portland,ME,Encore,,U.S. Blues,24874,,1,1,long
1985-04-01,4062,Cumberland County Civic Center,Portland,ME,Set 1,,Might As Well,24882,Set 2,1,1,long
1985-04-01,4062,Cumberland County Civic Center,Portland,ME,Set 2,,Not Fade Away,24892,Encore,1,1,short
1985-04-01,4062,Cumberland County Civic Center,Portland,ME,Encore,,It's All Over Now Baby Blue,24893,,1,1,long
1985-04-03,4063,Providence Civic Center,Providence,RI,Set 1,,Let It Grow,24902,Set 2,1,1,long
1985-04-03,4063,Providence Civic Center,Providence,RI,Set 2,,Sugar Magnolia,24912,Encore,1,1,short
1985-04-03,4063,Providence Civic Center,Providence,RI,Encore,,Day Job,24913,,1,1,long
1985-04-04,4064,Providence Civic Center,Providence,RI,Set 1,,Deal,24923,Set 2,1,1,long
1985-04-04,4064,Providence Civic Center,Providence,RI,Set 2,,Turn On Your Lovelight,24934,Encore,1,1,short
1985-04-04,4064,Providence Civic Center,Providence,RI,Encore,,U.S. Blues,24935,,1,1,long
1985-04-06,4065,Spectrum,Philadelphia,PA,Set 1,,Don't Ease Me In,24944,Set 2,1,1,long
1985-04-06,4065,Spectrum,Philadelphia,PA,Set 2,,Not Fade Away,24953,Encore,1,1,short
1985-04-06,4065,Spectrum,Philadelphia,PA,Encore,,One More Saturday Night,24954,,1,1,long
1985-04-07,4066,Spectrum,Philadelphia,PA,Set 1,,Deal,24960,Set 2,1,1,long
1985-04-07,4066,Spectrum,Philadelphia,PA,Set 2,,Sugar Magnolia,24971,Encore,1,1,short
1985-04-07,4066,Spectrum,Philadelphia,PA,Encore,,Day Job,24972,,1,1,long
1985-04-08,4067,Spectrum,Philadelphia,PA,Set 1,,Might As Well,24983,Set 2,1,1,long
1985-04-08,4067,Spectrum,Philadelphia,PA,Set 2,,Turn On Your Lovelight,24994,Encore,1,1,short
1985-04-08,4067,Spectrum,Philadelphia,PA,Encore,,Brokedown Palace,24995,,1,1,long
1985-04-13,4068,Irvine Meadows Amphitheatre,Irvine,CA,Set 1,,Deal,25003,Set 2,1,1,long
1985-04-13,4068,Irvine Meadows Amphitheatre,Irvine,CA,Set 2,,One More Saturday Night,25012,Encore,1,1,short
1985-04-13,4068,Irvine Meadows Amphitheatre,Irvine,CA,Encore,,It's All Over Now Baby Blue,25013,,1,1,long
1985-04-14,4069,Irvine Meadows Amphitheatre,Irvine,CA,Set 1,,Don't Ease Me In,25023,Set 2,1,1,long
1985-04-14,4069,Irvine Meadows Amphitheatre,Irvine,CA,Set 2,,Sugar Magnolia,25034,Encore,1,1,short
1985-04-14,4069,Irvine Meadows Amphitheatre,Irvine,CA,Encore,,Gloria,25035,,1,1,long
1985-04-27,4073,"Frost Amphitheatre, Stanford University",Palo Alto,CA,Set 1,,The Music Never Stopped,25044,Set 2,1,1,long
1985-04-27,4073,"Frost Amphitheatre, Stanford University",Palo Alto,CA,Set 2,,One More Saturday Night,25056,Encore,1,1,short
1985-04-27,4073,"Frost Amphitheatre, Stanford University",Palo Alto,CA,Encore,,Day Job,25057,,1,1,long
1985-04-28,4074,"Frost Amphitheatre, Stanford University",Palo Alto,CA,Set 1,,I Know You Rider,25064,Set 2,1,1,long
1985-04-28,4074,"Frost Amphitheatre, Stanford University",Palo Alto,CA,Set 2,,Not Fade Away,25075,Encore,1,1,short
1985-04-28,4074,"Frost Amphitheatre, Stanford University",Palo Alto,CA,Encore,,She Belongs To Me,25077,,1,1,long
1985-06-14,4090,"William Randolph Hearst Greek Theatre, UC Berkeley",Berkeley,CA,Set 1,,Deal,25086,Set 2,1,1,long
1985-06-14,4090,"William Randolph Hearst Greek Theatre, UC Berkeley",Berkeley,CA,Set 2,,Sugar Magnolia,25095,Encore,1,1,short
1985-06-14,4090,"William Randolph Hearst Greek Theatre, UC Berkeley",Berkeley,CA,Encore,,Day Job,25096,,1,1,long
1985-06-15,4091,"William Randolph Hearst Greek Theatre, UC Berkeley",Berkeley,CA,Set 1,,Might As Well,25104,Set 2,1,1,long
1985-06-15,4091,"William Randolph Hearst Greek Theatre, UC Berkeley",Berkeley,CA,Set 2,,Not Fade Away,25115,Encore,1,1,short
1985-06-15,4091,"William Randolph Hearst Greek Theatre, UC Berkeley",Berkeley,CA,Encore,,U.S. Blues,25117,,1,1,long
1985-06-16,4092,"William Randolph Hearst Greek Theatre, UC Berkeley",Berkeley,CA,Set 1,,Promised Land,25126,Set 2,1,1,long
1985-06-16,4092,"William Randolph Hearst Greek Theatre, UC Berkeley",Berkeley,CA,Set 2,,Turn On Your Lovelight,25138,Encore,1,1,short
1985-06-16,4092,"William Randolph Hearst Greek Theatre, UC Berkeley",Berkeley,CA,Encore,,Brokedown Palace,25139,,1,1,long
1985-06-21,4093,Alpine Valley Music Theatre,East Troy,WI,Set 1,,Day Job,25148,Set 2,1,1,long
1985-06-21,4093,Alpine Valley Music Theatre,East Troy,WI,Set 2,,Sugar Magnolia,25158,Encore,1,1,short
1985-06-21,4093,Alpine Valley Music Theatre,East Troy,WI,Encore,,It's All Over Now Baby Blue,25159,,1,1,long
1985-06-22,4094,Alpine Valley Music Theatre,East Troy,WI,Set 1,,One More Saturday Night,25168,Set 2,1,1,long
1985-06-22,4094,Alpine Valley Music Theatre,East Troy,WI,Set 2,,Not Fade Away,25179,Encore,1,1,short
1985-06-22,4094,Alpine Valley Music Theatre,East Troy,WI,Encore,,Brokedown Palace,25180,,1,1,long
1985-06-24,4095,Riverbend Music Center,Cincinnati,OH,Set 1,,Let It Grow,25188,Set 2,1,1,long
1985-06-24,4095,Riverbend Music Center,Cincinnati,OH,Set 2,,Good Lovin',25201,Encore,1,1,short
1985-06-24,4095,Riverbend Music Center,Cincinnati,OH,Encore,,U.S. Blues,25202,,1,1,long
1985-06-25,4096,Blossom Music Center,Cuyahoga Falls,OH,Set 1,,Might As Well,25213,Set 2,1,1,long
1985-06-25,4096,Blossom Music Center,Cuyahoga Falls,OH,Set 2,,Sugar Magnolia,25223,Encore,1,1,short
1985-06-25,4096,Blossom Music Center,Cuyahoga Falls,OH,Encore,,Touch Of Grey,25224,,1,1,long
1985-06-27,4097,Saratoga Performing Arts Center,Saratoga Springs,NY,Set 1,,Don't Ease Me In,25234,Set 2,1,1,long
1985-06-27,4097,Saratoga Performing Arts Center,Saratoga Springs,NY,Set 2,,Turn On Your Lovelight,25244,Encore,1,1,short
1985-06-27,4097,Saratoga Performing Arts Center,Saratoga Springs,NY,Encore,,It's All Over Now Baby Blue,25246,,1,1,long
1985-06-28,4098,Hershey Park Stadium,Hershey,PA,Set 1,19:00:00.000,Deal,25254,Set 2,1,1,long
1985-06-28,4098,Hershey Park Stadium,Hershey,PA,Set 2,19:00:00.000,Not Fade Away,25264,Encore,1,1,short
1985-06-28,4098,Hershey Park Stadium,Hershey,PA,Encore,19:00:00.000,Day Job,25265,,1,1,long
1985-06-30,4099,Merriweather Post Pavilion,Columbia,MD,Set 1,,Don't Ease Me In,25274,Set 2,1,1,long
1985-06-30,4099,Merriweather Post Pavilion,Columbia,MD,Set 2,,Sugar Magnolia,25285,Encore,1,1,short
1985-06-30,4099,Merriweather Post Pavilion,Columbia,MD,Encore,,U.S. Blues,25286,,1,1,long
1985-07-01,4100,Merriweather Post Pavilion,Columbia,MD,Set 1,,Day Job,25294,Set 2,1,1,long
1985-07-01,4100,Merriweather Post Pavilion,Columbia,MD,Set 2,,Good Lovin',25303,Encore,1,1,short
1985-07-01,4100,Merriweather Post Pavilion,Columbia,MD,Encore,,It's All Over Now Baby Blue,25305,,1,1,long
1985-07-02,4101,Pittsburgh Civic Arena,Pittsburgh,PA,Set 1,,Promised Land,25312,Set 2,1,1,long
1985-07-02,4101,Pittsburgh Civic Arena,Pittsburgh,PA,Set 2,,Turn On Your Lovelight,25322,Encore,1,1,short
1985-07-02,4101,Pittsburgh Civic Arena,Pittsburgh,PA,Encore,,Brokedown Palace,25324,,1,1,long
1985-07-13,4102,Ventura County Fairgrounds,Ventura,CA,Set 1,,The Music Never Stopped,25332,Set 2,1,1,long
1985-07-13,4102,Ventura County Fairgrounds,Ventura,CA,Set 2,,Sugar Magnolia,25343,Encore,1,1,short
1985-07-13,4102,Ventura County Fairgrounds,Ventura,CA,Encore,,U.S. Blues,25344,,1,1,long
1985-07-14,4103,Ventura County Fairgrounds,Ventura,CA,Set 1,,Might As Well,25352,Set 2,1,1,long
1985-07-14,4103,Ventura County Fairgrounds,Ventura,CA,Set 2,,Not Fade Away,25365,Encore,1,1,short
1985-07-14,4103,Ventura County Fairgrounds,Ventura,CA,Encore,,Day Job,25366,,1,1,long
1985-08-24,4113,Boreal Ridge Ski Resort,Donner Summit,CA,Set 1,,Don't Ease Me In,25373,Set 2,1,1,long
1985-08-24,4113,Boreal Ridge Ski Resort,Donner Summit,CA,Set 2,,Turn On Your Lovelight,25383,Encore,1,1,short
1985-08-24,4113,Boreal Ridge Ski Resort,Donner Summit,CA,Encore,,Day Tripper,25384,,1,1,long
1985-08-30,4115,Southern Star Amphitheater,Houston,TX,Set 1,,Deal,25390,Set 2,1,1,long
1985-08-30,4115,Southern Star Amphitheater,Houston,TX,Set 2,,Morning Dew,25399,Encore,1,1,short
1985-08-30,4115,Southern Star Amphitheater,Houston,TX,Encore,,Sugar Magnolia,25400,,1,1,long
1985-08-31,4116,Manor Downs,Austin,TX,Set 1,,Let It Grow,25409,Set 2,1,1,long
1985-08-31,4116,Manor Downs,Austin,TX,Set 2,,Not Fade Away,25417,Encore,1,1,short
1985-08-31,4116,Manor Downs,Austin,TX,Encore,,One More Saturday Night,25419,,1,1,long
1985-09-02,4117,Zoo Amphitheatre,Oklahoma City,OK,Set 1,,Hell In A Bucket,25429,Set 2,1,1,long
1985-09-02,4117,Zoo Amphitheatre,Oklahoma City,OK,Set 2,,Good Lovin',25440,Encore,1,1,short
1985-09-02,4117,Zoo Amphitheatre,Oklahoma City,OK,Encore,,Day Job,25441,,1,1,long
1985-09-03,4118,Starlight Theatre,Kansas City,MO,Set 1,,Don't Ease Me In,25449,Set 2,1,1,long
1985-09-03,4118,Starlight Theatre,Kansas City,MO,Set 2,,Turn On Your Lovelight,25461,Encore,1,1,short
